,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built,house_age,baths_per_bedroom,type_condo_townhome_rowhome_coop,type_condos,type_multi_family,type_single_family,type_townhomes
5779,529252.0,1877.0,1.0,2.0,2.0,2.0,2.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
5780,286000.0,1780.0,1.0,4.0,2.0,2.0,2.0,2.0,2022.0,4.0,0.5,0,0,0,1,0
5781,376092.0,2513.0,2.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
5782,549900.0,2545.0,1.0,4.0,3.0,3.0,3.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
5784,297995.0,1778.0,1.0,4.0,2.0,2.0,2.0,2.0,2024.0,2.0,0.5,0,0,0,1,0
5785,464990.0,1804.0,2.0,3.0,3.0,2.0,2.0,2.0,2023.0,3.0,1.0,0,0,0,0,1
5786,962500.0,3850.0,2.0,4.0,4.0,3.0,3.0,3.0,2006.0,20.0,1.0,0,0,0,1,0
5787,439990.0,2263.0,1.0,3.0,3.0,2.0,2.0,3.0,2023.0,3.0,1.0,0,0,0,1,0
5788,801900.0,3095.0,2.0,4.0,3.0,3.0,3.0,3.0,2026.0,0.0,0.75,0,0,0,1,0
5789,170000.0,1360.0,1.0,2.0,1.0,1.0,1.0,2.0,1945.0,81.0,0.5,0,0,0,1,0
5790,340500.0,1771.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
5791,670900.0,2787.0,2.0,4.0,3.0,3.0,3.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
5792,259999.0,2420.0,2.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,1,0,0
5793,259990.0,2600.0,2.0,5.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.6,0,0,0,1,0
5796,602721.0,2578.0,1.0,4.0,3.0,3.0,3.0,3.0,2023.0,3.0,0.75,0,0,0,1,0
5798,489000.0,2276.0,1.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
5799,513000.0,2286.0,1.0,3.0,2.0,2.0,2.0,3.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
5800,419990.0,2169.0,2.0,3.0,3.0,2.0,2.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
5805,420000.0,1990.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
5807,720000.0,3640.0,2.0,5.0,6.0,5.0,5.0,2.0,2022.0,4.0,1.2,0,0,0,1,0
5811,353490.0,2433.0,2.0,4.0,4.0,3.0,3.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
5812,242000.0,1867.0,1.0,3.0,2.0,2.0,2.0,2.0,1961.0,65.0,0.6666666666666666,0,0,0,1,0
5813,549900.0,2069.0,1.0,4.0,2.0,2.0,2.0,2.0,2020.0,6.0,0.5,0,0,0,1,0
5814,210000.0,1786.0,1.0,3.0,2.0,2.0,2.0,2.0,1960.0,66.0,0.6666666666666666,0,0,0,1,0
5815,459900.0,1478.0,2.0,3.0,3.0,3.0,3.0,2.0,1984.0,42.0,1.0,0,0,0,0,1
5816,399000.0,1612.0,1.0,3.0,2.0,2.0,2.0,2.0,2006.0,20.0,0.6666666666666666,0,0,0,1,0
5817,409990.0,2302.0,1.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
5819,489900.0,1955.0,3.0,3.0,4.0,3.0,3.0,2.0,2008.0,18.0,1.3333333333333333,0,1,0,0,0
5820,340000.0,1614.0,1.0,3.0,2.0,2.0,2.0,2.0,2019.0,7.0,0.6666666666666666,0,0,0,1,0
5821,299800.0,2029.0,1.0,3.0,3.0,3.0,3.0,2.0,1985.0,41.0,1.0,0,0,0,1,0
5823,325000.0,2072.0,1.0,4.0,2.0,2.0,2.0,2.0,2001.0,25.0,0.5,0,0,0,1,0
5825,240000.0,2094.0,2.0,3.0,2.0,2.0,2.0,2.0,2005.0,21.0,0.6666666666666666,0,0,0,1,0
5827,229900.0,1052.0,1.0,3.0,1.0,1.0,1.0,1.0,1957.0,69.0,0.3333333333333333,0,0,0,1,0
5830,229900.0,1562.0,1.0,3.0,2.0,2.0,2.0,2.0,2014.0,12.0,0.6666666666666666,0,0,0,1,0
5831,540026.0,2083.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
5832,378000.0,2045.0,1.0,4.0,3.0,3.0,3.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
5833,198000.0,1750.0,1.0,3.0,2.0,2.0,2.0,2.0,1979.0,47.0,0.6666666666666666,0,0,0,1,0
5834,371500.0,2579.0,3.0,3.0,4.0,3.0,3.0,1.0,2025.0,1.0,1.3333333333333333,0,0,0,1,0
5835,227777.0,1037.0,1.0,2.0,1.0,1.0,1.0,2.0,1941.0,85.0,0.5,0,0,0,1,0
5836,385000.0,2285.0,1.0,3.0,2.0,2.0,2.0,2.0,1998.0,28.0,0.6666666666666666,0,0,0,1,0
5837,1150000.0,3569.0,1.0,3.0,3.0,2.0,2.0,2.0,2021.0,5.0,1.0,0,0,0,1,0
5840,215000.0,1638.0,1.0,3.0,2.0,2.0,2.0,2.0,1977.0,49.0,0.6666666666666666,0,0,0,1,0
5842,575000.0,2446.0,1.0,4.0,3.0,2.0,2.0,3.0,2006.0,20.0,0.75,0,0,0,1,0
5843,274000.0,1598.0,1.0,3.0,2.0,2.0,2.0,2.0,1979.0,47.0,0.6666666666666666,0,0,0,1,0
5844,294900.0,2096.0,1.0,4.0,2.0,2.0,2.0,2.0,1977.0,49.0,0.5,0,0,0,1,0
5845,549000.0,3682.0,2.0,4.0,5.0,4.0,4.0,2.0,2002.0,24.0,1.25,0,0,0,1,0
5848,194900.0,1522.0,1.0,3.0,2.0,2.0,2.0,2.0,1985.0,41.0,0.6666666666666666,0,0,0,1,0
5851,314999.0,2350.0,2.0,4.0,3.0,2.0,2.0,2.0,2017.0,9.0,0.75,0,0,0,1,0
5852,1100000.0,3844.0,2.0,3.0,4.0,2.0,2.0,3.0,1991.0,35.0,1.3333333333333333,0,0,0,1,0
5855,329925.0,1707.0,1.0,3.0,3.0,2.0,2.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
5857,3599000.0,5807.0,2.0,6.0,6.0,5.0,5.0,3.0,2012.0,14.0,1.0,0,0,0,1,0
5858,447990.0,2286.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
5859,275000.0,2093.0,1.0,4.0,3.0,2.0,2.0,3.0,1953.0,73.0,0.75,0,0,0,1,0
5860,230000.0,1404.0,1.0,3.0,2.0,2.0,2.0,2.0,2013.0,13.0,0.6666666666666666,0,0,0,1,0
5861,2975000.0,5322.0,3.0,5.0,7.0,5.0,5.0,2.0,2004.0,22.0,1.4,0,0,0,1,0
5863,549000.0,2081.0,1.0,4.0,2.0,2.0,2.0,2.0,1994.0,32.0,0.5,0,0,0,1,0
5865,347000.0,1050.0,2.0,2.0,2.0,2.0,2.0,2.0,1973.0,53.0,1.0,0,1,0,0,0
5866,189500.0,1226.0,1.0,3.0,2.0,2.0,2.0,2.0,1988.0,38.0,0.6666666666666666,0,0,0,1,0
5868,474500.0,1612.0,1.0,3.0,3.0,3.0,3.0,2.0,1964.0,62.0,1.0,0,0,0,1,0
5870,200000.0,1406.0,2.0,3.0,2.0,2.0,2.0,2.0,1970.0,56.0,0.6666666666666666,0,1,0,0,0
5871,559000.0,4216.0,1.0,4.0,5.0,5.0,5.0,2.0,1990.0,36.0,1.25,0,0,0,1,0
5872,285000.0,1728.0,2.0,3.0,2.0,2.0,2.0,1.0,1970.0,56.0,0.6666666666666666,0,0,0,1,0
5873,485900.0,3075.0,2.0,4.0,4.0,3.0,3.0,2.0,2026.0,0.0,1.0,0,0,0,1,0
5874,434990.0,1960.0,2.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
5876,960000.0,3214.0,1.0,4.0,4.0,3.0,3.0,3.0,2023.0,3.0,1.0,0,0,0,1,0
5878,280000.0,2290.0,2.0,4.0,3.0,2.0,2.0,2.0,2015.0,11.0,0.75,0,0,0,1,0
5879,394990.0,2255.0,1.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
5880,425000.0,2068.0,1.0,4.0,2.0,2.0,2.0,2.0,2022.0,4.0,0.5,0,0,0,1,0
5881,435000.0,1678.0,2.0,3.0,3.0,2.0,2.0,2.0,1980.0,46.0,1.0,0,0,0,0,1
5882,219000.0,1345.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
5885,529787.0,2552.0,2.0,3.0,3.0,2.0,2.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
5888,359925.0,2306.0,2.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
5889,439000.0,2418.0,1.0,4.0,4.0,3.0,3.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
5895,649700.0,2050.0,2.0,3.0,4.0,4.0,4.0,2.0,1998.0,28.0,1.3333333333333333,0,0,0,1,0
5896,372990.0,2277.0,1.0,3.0,3.0,2.0,2.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
5897,391990.0,2406.0,2.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
5900,475000.0,2458.0,1.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
5902,474990.0,3018.0,2.0,4.0,5.0,4.0,4.0,3.0,2023.0,3.0,1.25,0,0,0,1,0
5903,280990.0,1727.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
5904,1295000.0,2365.0,2.0,4.0,4.0,3.0,3.0,2.0,2021.0,5.0,1.0,0,0,0,1,0
5907,434999.0,2681.0,2.0,4.0,3.0,3.0,3.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
5908,470000.0,2762.0,2.0,4.0,3.0,2.0,2.0,2.0,2020.0,6.0,0.75,0,0,0,1,0
5909,974999.0,4289.0,2.0,4.0,5.0,3.0,3.0,3.0,2020.0,6.0,1.25,0,0,0,1,0
5910,789900.0,3518.0,2.0,5.0,5.0,4.0,4.0,3.0,2023.0,3.0,1.0,0,0,0,1,0
5911,384950.0,2704.0,2.0,5.0,4.0,2.0,3.0,2.0,2024.0,2.0,0.8,0,0,0,1,0
5912,324990.0,1917.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
5914,764925.0,3294.0,1.0,4.0,4.0,3.0,3.0,4.0,2023.0,3.0,1.0,0,0,0,1,0
5915,312517.0,1080.0,2.0,3.0,2.0,2.0,2.0,1.0,2020.0,6.0,0.6666666666666666,0,0,0,1,0
5919,384000.0,3573.0,2.0,4.0,4.0,3.0,3.0,3.0,2006.0,20.0,1.0,0,0,0,1,0
5920,625000.0,1800.0,1.0,3.0,2.0,2.0,2.0,2.0,1986.0,40.0,0.6666666666666666,0,0,0,1,0
5922,510000.0,2430.0,2.0,4.0,4.0,3.0,3.0,2.0,2025.0,1.0,1.0,0,0,0,0,1
5923,424990.0,2300.0,1.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
5924,405000.0,2515.0,2.0,4.0,3.0,3.0,3.0,3.0,2020.0,6.0,0.75,0,0,0,1,0
5925,277990.0,2203.0,2.0,4.0,3.0,2.0,2.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
5927,195000.0,1709.0,1.0,3.0,2.0,2.0,2.0,2.0,1979.0,47.0,0.6666666666666666,0,0,0,1,0
5932,430000.0,3273.0,2.0,5.0,4.0,3.0,3.0,2.0,2008.0,18.0,0.8,0,0,0,1,0
5933,559000.0,2347.0,3.0,4.0,4.0,3.0,3.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
5934,1250000.0,4406.0,2.0,5.0,4.0,3.0,3.0,2.0,2022.0,4.0,0.8,0,0,0,1,0
5935,257999.0,1261.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
5937,359950.0,2150.0,1.0,5.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.6,0,0,0,1,0
5938,539500.0,1958.0,1.0,3.0,2.0,2.0,2.0,2.0,1976.0,50.0,0.6666666666666666,0,0,0,1,0
5939,499000.0,3395.0,2.0,4.0,3.0,2.0,2.0,2.0,2020.0,6.0,0.75,0,0,0,1,0
5941,280990.0,1858.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
5942,425000.0,2229.0,1.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
5943,445000.0,2080.0,1.0,3.0,3.0,2.0,2.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
5946,257500.0,1225.0,1.0,3.0,2.0,2.0,2.0,2.0,2024.0,2.0,0.6666666666666666,0,0,0,1,0
5947,263990.0,1592.0,2.0,2.0,3.0,2.0,2.0,2.0,2023.0,3.0,1.5,0,0,0,1,0
5948,400000.0,2045.0,1.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
5949,720000.0,3243.0,1.0,4.0,3.0,2.0,2.0,2.0,2024.0,2.0,0.75,0,0,0,1,0
5950,1850000.0,4508.0,2.0,4.0,6.0,4.0,4.0,2.0,1983.0,43.0,1.5,0,0,0,1,0
5951,269900.0,1620.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
5952,344500.0,1722.0,1.0,3.0,2.0,2.0,2.0,2.0,2019.0,7.0,0.6666666666666666,0,0,0,1,0
5953,594990.0,3714.0,2.0,4.0,4.0,3.0,3.0,3.0,2025.0,1.0,1.0,0,0,0,1,0
5954,529990.0,3696.0,2.0,5.0,4.0,4.0,4.0,2.0,2025.0,1.0,0.8,0,0,0,1,0
5955,291900.0,1578.0,1.0,4.0,2.0,2.0,2.0,2.0,2020.0,6.0,0.5,0,0,0,1,0
5956,257600.0,2032.0,1.0,3.0,2.0,2.0,2.0,2.0,2018.0,8.0,0.6666666666666666,0,0,0,1,0
5957,650000.0,2861.0,1.0,4.0,3.0,3.0,3.0,3.0,2023.0,3.0,0.75,0,0,0,1,0
5958,280000.0,1953.0,2.0,3.0,3.0,2.0,2.0,2.0,2020.0,6.0,1.0,0,0,0,0,1
5959,444990.0,2480.0,1.0,4.0,4.0,3.0,3.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
5960,270900.0,1316.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
5961,280000.0,1283.0,1.0,2.0,1.0,1.0,1.0,2.0,1950.0,76.0,0.5,0,0,0,1,0
5962,225000.0,1140.0,1.0,3.0,1.0,1.0,1.0,2.0,2007.0,19.0,0.3333333333333333,0,0,0,1,0
5964,900000.0,2500.0,3.0,3.0,4.0,3.0,3.0,2.0,2026.0,0.0,1.3333333333333333,0,0,0,1,0
5965,589000.0,3381.0,2.0,4.0,4.0,3.0,3.0,3.0,2025.0,1.0,1.0,0,0,0,1,0
5966,649900.0,2576.0,2.0,3.0,3.0,2.0,2.0,2.0,2026.0,0.0,1.0,0,0,0,1,0
5967,310000.0,1977.0,1.0,3.0,2.0,2.0,2.0,2.0,1945.0,81.0,0.6666666666666666,0,0,0,1,0
5968,269900.0,1964.0,1.0,4.0,2.0,2.0,2.0,2.0,2022.0,4.0,0.5,0,0,0,1,0
5970,250000.0,1381.0,1.0,3.0,2.0,2.0,2.0,2.0,2021.0,5.0,0.6666666666666666,0,0,0,1,0
5971,1700000.0,3645.0,1.0,5.0,7.0,5.0,5.0,3.0,2022.0,4.0,1.4,0,0,0,1,0
5972,195000.0,1206.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
5973,549776.0,2665.0,1.0,4.0,4.0,3.0,3.0,3.0,2026.0,0.0,1.0,0,0,0,1,0
5974,339990.0,1727.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
5975,629900.0,3434.0,2.0,4.0,4.0,4.0,4.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
5976,485000.0,1896.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
5977,275000.0,2051.0,1.0,3.0,2.0,2.0,2.0,2.0,1962.0,64.0,0.6666666666666666,0,0,0,1,0
5978,362490.0,2089.0,2.0,3.0,3.0,2.0,2.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
5979,299170.0,1575.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
5980,97500.0,900.0,1.0,0.0,1.0,1.0,1.0,2.0,2000.0,26.0,inf,0,0,0,1,0
5981,224990.0,1074.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
5982,448719.0,2304.0,1.0,4.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.5,0,0,0,1,0
5983,404925.0,2463.0,1.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
5984,253990.0,1892.0,2.0,5.0,3.0,2.0,2.0,2.0,2026.0,0.0,0.6,0,0,0,1,0
5985,221549.0,1411.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
5986,370000.0,2229.0,2.0,4.0,3.0,2.0,2.0,2.0,2022.0,4.0,0.75,0,0,0,1,0
5987,369900.0,2459.0,2.0,4.0,3.0,3.0,3.0,2.0,2024.0,2.0,0.75,0,0,0,1,0
5988,499999.0,3115.0,2.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
5989,604990.0,3325.0,2.0,4.0,3.0,3.0,3.0,2.0,2024.0,2.0,0.75,0,0,0,1,0
5990,219999.0,1451.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
5991,242490.0,1600.0,1.0,4.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.5,0,0,0,1,0
5992,115000.0,1200.0,1.0,4.0,2.0,2.0,2.0,2.0,1985.0,41.0,0.5,0,0,0,1,0
5993,1200000.0,3326.0,2.0,4.0,4.0,3.0,3.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
5994,399000.0,1550.0,2.0,3.0,3.0,2.0,2.0,2.0,2006.0,20.0,1.0,0,0,0,1,0
5995,215000.0,1257.0,1.0,3.0,2.0,2.0,2.0,2.0,2017.0,9.0,0.6666666666666666,0,0,0,1,0
5996,365669.0,3072.0,2.0,4.0,3.0,2.0,2.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
5997,300000.0,1878.0,2.0,3.0,3.0,2.0,2.0,2.0,2024.0,2.0,1.0,0,0,0,1,0
5999,224999.0,1451.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
6000,349000.0,1706.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
6001,608788.0,2787.0,1.0,4.0,3.0,3.0,3.0,2.0,2021.0,5.0,0.75,0,0,0,1,0
6003,180000.0,1316.0,1.0,3.0,2.0,2.0,2.0,2.0,1980.0,46.0,0.6666666666666666,0,0,0,1,0
6004,4250000.0,5677.0,3.0,4.0,7.0,5.0,5.0,5.0,2014.0,12.0,1.75,0,0,0,1,0
6005,229999.0,1260.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
6006,499000.0,2228.0,1.0,4.0,2.0,2.0,2.0,2.0,2022.0,4.0,0.5,0,0,0,1,0
6007,391990.0,2697.0,2.0,5.0,4.0,4.0,4.0,2.0,2023.0,3.0,0.8,0,0,0,1,0
6008,485000.0,2857.0,1.0,3.0,3.0,3.0,3.0,3.0,1985.0,41.0,1.0,0,0,0,1,0
6009,135000.0,1090.0,1.0,2.0,2.0,2.0,2.0,1.0,1986.0,40.0,1.0,0,0,0,1,0
6010,339900.0,2418.0,1.0,4.0,2.0,2.0,2.0,2.0,2006.0,20.0,0.5,0,0,0,1,0
6011,286900.0,1820.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
6012,295000.0,1945.0,2.0,3.0,3.0,2.0,2.0,1.0,2024.0,2.0,1.0,0,0,0,1,0
6013,265000.0,1924.0,2.0,3.0,3.0,2.0,2.0,2.0,1981.0,45.0,1.0,0,0,0,1,0
6014,175000.0,2695.0,2.0,5.0,3.0,2.0,2.0,2.0,2007.0,19.0,0.6,0,0,0,1,0
6015,171500.0,793.0,2.0,1.0,1.0,1.0,1.0,2.0,1981.0,45.0,1.0,0,1,0,0,0
6016,549999.0,2024.0,2.0,3.0,3.0,2.0,2.0,2.0,1982.0,44.0,1.0,0,0,0,1,0
6017,475000.0,3490.0,2.0,5.0,5.0,5.0,5.0,3.0,2020.0,6.0,1.0,0,0,0,1,0
6018,285000.0,1881.0,1.0,3.0,2.0,2.0,2.0,2.0,2001.0,25.0,0.6666666666666666,0,0,0,1,0
6019,253000.0,1297.0,1.0,3.0,2.0,2.0,2.0,2.0,1953.0,73.0,0.6666666666666666,0,0,0,1,0
6020,1995000.0,3712.0,2.0,4.0,5.0,3.0,3.0,2.0,1962.0,64.0,1.25,0,0,0,1,0
6021,365000.0,1865.0,1.0,4.0,2.0,2.0,2.0,2.0,2017.0,9.0,0.5,0,0,0,1,0
6022,980000.0,1792.0,1.0,3.0,2.0,2.0,2.0,2.0,1972.0,54.0,0.6666666666666666,0,0,0,1,0
6023,1299000.0,3796.0,2.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
6024,555987.0,2083.0,1.0,4.0,4.0,2.0,2.0,2.0,2016.0,10.0,1.0,0,0,0,1,0
6025,219900.0,1537.0,2.0,3.0,3.0,2.0,2.0,1.0,2019.0,7.0,1.0,0,0,0,1,0
6026,439000.0,2768.0,2.0,5.0,3.0,3.0,3.0,2.0,1995.0,31.0,0.6,0,0,0,1,0
6027,375000.0,2101.0,1.0,3.0,2.0,2.0,2.0,2.0,1998.0,28.0,0.6666666666666666,0,0,0,1,0
6028,335000.0,1574.0,1.0,3.0,2.0,2.0,2.0,2.0,2019.0,7.0,0.6666666666666666,0,0,0,1,0
6029,975000.0,3004.0,2.0,6.0,5.0,4.0,4.0,3.0,1998.0,28.0,0.8333333333333334,0,0,0,1,0
6030,348000.0,1607.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
6031,199000.0,1140.0,2.0,2.0,2.0,2.0,2.0,2.0,2008.0,18.0,1.0,0,0,0,1,0
6032,1300000.0,5135.0,2.0,4.0,3.0,2.0,2.0,2.0,2006.0,20.0,0.75,0,0,0,1,0
6033,454900.0,2840.0,2.0,4.0,3.0,2.0,2.0,2.0,1973.0,53.0,0.75,0,0,0,1,0
6035,145000.0,1484.0,1.0,3.0,2.0,2.0,2.0,2.0,1992.0,34.0,0.6666666666666666,0,0,0,1,0
6036,1499000.0,2043.0,3.0,4.0,4.0,4.0,4.0,2.0,1980.0,46.0,1.0,0,0,0,1,0
6037,339990.0,2354.0,2.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
6038,422000.0,1491.0,1.0,3.0,2.0,2.0,2.0,2.0,2024.0,2.0,0.6666666666666666,0,0,0,1,0
6039,487630.0,3165.0,2.0,5.0,4.0,4.0,4.0,3.0,2025.0,1.0,0.8,0,0,0,1,0
6040,295000.0,1770.0,1.0,3.0,2.0,2.0,2.0,2.0,2010.0,16.0,0.6666666666666666,0,0,0,1,0
6041,129900.0,664.0,2.0,1.0,2.0,2.0,2.0,2.0,2023.0,3.0,2.0,0,0,0,1,0
6042,315000.0,2350.0,2.0,5.0,3.0,2.0,2.0,2.0,2012.0,14.0,0.6,0,0,0,1,0
6043,335000.0,2000.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
6044,425000.0,1941.0,1.0,4.0,2.0,2.0,2.0,2.0,2005.0,21.0,0.5,0,0,0,1,0
6045,254900.0,1543.0,1.0,3.0,2.0,2.0,2.0,2.0,2021.0,5.0,0.6666666666666666,0,0,0,1,0
6046,1209900.0,4239.0,2.0,5.0,6.0,5.0,5.0,3.0,2023.0,3.0,1.2,0,0,0,1,0
6047,369990.0,2585.0,2.0,5.0,3.0,2.0,2.0,2.0,2025.0,1.0,0.6,0,0,0,1,0
6048,199500.0,1308.0,1.0,3.0,2.0,2.0,2.0,2.0,1982.0,44.0,0.6666666666666666,0,0,0,1,0
6049,449900.0,2297.0,1.0,4.0,2.0,2.0,2.0,2.0,2022.0,4.0,0.5,0,0,0,1,0
6050,519000.0,3541.0,2.0,5.0,4.0,3.0,3.0,2.0,2000.0,26.0,0.8,0,0,0,1,0
6051,318900.0,1908.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
6052,650000.0,2406.0,1.0,2.0,2.0,2.0,2.0,2.0,1960.0,66.0,1.0,0,0,0,1,0
6053,600415.0,3429.0,2.0,5.0,6.0,5.0,5.0,2.0,2023.0,3.0,1.2,0,0,0,1,0
6054,174800.0,1415.0,1.0,4.0,2.0,2.0,2.0,2.0,2018.0,8.0,0.5,0,0,0,1,0
6055,214000.0,866.0,1.0,2.0,2.0,2.0,2.0,2.0,2021.0,5.0,1.0,0,1,0,0,0
6056,575000.0,2469.0,1.0,4.0,3.0,2.0,2.0,2.0,2021.0,5.0,0.75,0,0,0,1,0
6057,390990.0,2043.0,1.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
6058,359990.0,2086.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
6060,299900.0,1658.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
6061,249990.0,1713.0,2.0,3.0,3.0,2.0,2.0,2.0,2026.0,0.0,1.0,0,0,0,0,1
6062,284900.0,2501.0,1.0,3.0,2.0,2.0,2.0,2.0,1970.0,56.0,0.6666666666666666,0,0,0,1,0
6063,419990.0,2738.0,2.0,4.0,4.0,3.0,3.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
6064,239899.0,1631.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
6065,2285000.0,4428.0,2.0,3.0,2.0,2.0,2.0,2.0,2008.0,18.0,0.6666666666666666,0,0,0,1,0
6066,380000.0,2467.0,2.0,4.0,3.0,3.0,3.0,2.0,2024.0,2.0,0.75,0,0,0,1,0
6067,500000.0,1900.0,1.0,3.0,2.0,2.0,2.0,2.0,2022.0,4.0,0.6666666666666666,0,0,0,1,0
6068,494900.0,2737.0,1.0,4.0,4.0,3.0,3.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
6069,355000.0,1320.0,3.0,3.0,3.0,2.0,2.0,2.0,2023.0,3.0,1.0,0,0,0,0,1
6070,399900.0,1226.0,1.0,3.0,2.0,2.0,2.0,2.0,1974.0,52.0,0.6666666666666666,0,0,0,1,0
6071,120000.0,768.0,1.0,2.0,1.0,1.0,1.0,2.0,1900.0,126.0,0.5,0,0,0,1,0
